"input_number","input","target_number","target","name","description","namespace"
3145,"YJL177W","3145.1","YJL177W","RPL17B","Ribosomal 60S subunit protein L17B; required for processing of 27SB pre-rRNA and formation of stable 66S assembly intermediates; homologous to mammalian ribosomal protein L17 and bacterial L22; RPL17B has a paralog, RPL17A, that arose from the whole genome duplication [Source:SGD;Acc:S000003713]","ENSG,ENSP"
3146,"YJL178C","3146.1","YJL178C","ATG27","Type I membrane protein involved in autophagy and the Cvt pathway; may be involved in membrane delivery to the phagophore assembly site [Source:SGD;Acc:S000003714]","ENSG,ENSP"
3147,"YJL179W","3147.1","YJL179W","PFD1","Subunit of heterohexameric prefoldin; prefoldin binds cytosolic chaperonin and transfers target proteins to it; involved in the biogenesis of actin and of alpha- and gamma-tubulin; prefoldin complex also localizes to chromatin of actively transcribed genes in the nucleus and facilitates transcriptional elongation [Source:SGD;Acc:S000003715]","ENSG,ENSP"
3148,"YJL180C","3148.1","YJL180C","ATP12","Assembly factor for F1 sector of mitochondrial F1F0 ATP synthase; conserved protein; required for assembly of alpha and beta subunits into F1 sector of mitochondrial F1F0 ATP synthase; human homolog ATPAF2 can complement yeast atp12 mutant; mutation of human homolog reduces active ATP synthase levels and is associated with the disorder ATPAF2 deficiency [Source:SGD;Acc:S000003716]","ENSG,ENSP"
3149,"YJL181W","3149.1","YJL181W","RBH1","Putative protein of unknown function; expression is cell-cycle regulated as shown by microarray analysis; potential regulatory target of Mbp1p, which binds to the YJL181W promoter region; contains a PH-like domain; RBH1 has a paralog, RBH2, that arose from the whole genome duplication [Source:SGD;Acc:S000003717]","ENSG,ENSP"
3150,"YJL182C","3150.1","YJL182C","YJL182C","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps uncharacterized ORF YJL181W [Source:SGD;Acc:S000003718]","ENSG,ENSP"
3151,"YJL183W","3151.1","YJL183W","MNN11","Subunit of a Golgi mannosyltransferase complex; this complex also contains Anp1p, Mnn9p, Mnn10p, and Hoc1p, and mediates elongation of the polysaccharide mannan backbone; has homology to Mnn10p [Source:SGD;Acc:S000003719]","ENSG,ENSP"
3152,"YJL184W","3152.1","YJL184W","GON7","Component of the EKC/KEOPS protein complex; EKC/KEOPS complex is required for t6A tRNA modification and telomeric TG1-3 recombination; may have role in transcription; implicated in osmotic stress response; other complex members are Kae1p, Cgi121p, Pcc1p, and Bud32p [Source:SGD;Acc:S000003720]","ENSG,ENSP"
3153,"YJL185C","3153.1","YJL185C","ATG36","Pex3p interacting protein, required for pexophagy; interacts with Atg8p and Atg11p; mRNA is weakly cell cycle regulated, peaking in G2 phase; YJL185C is a non-essential gene [Source:SGD;Acc:S000003721]","ENSG,ENSP"
3154,"YJL186W","3154.1","YJL186W","MNN5","Alpha-1,2-mannosyltransferase; responsible for addition of the second alpha-1,2-linked mannose of the branches on the mannan backbone of oligosaccharides, localizes to an early Golgi compartment [Source:SGD;Acc:S000003722]","ENSG,ENSP"
3155,"YJL187C","3155.1","YJL187C","SWE1","Protein kinase that regulates the G2/M transition; negative regulator of the Cdc28p kinase; morphogenesis checkpoint kinase; positive regulator of sphingolipid biosynthesis via Orm2p; phosphorylates a tyrosine residue in the N-terminus of Hsp90 in a cell-cycle associated manner, thus modulating the ability of Hsp90 to chaperone a selected clientele; localizes to the nucleus and to the daughter side of the mother-bud neck; homolog of S. pombe Wee1p; potential Cdc28p substrate [Source:SGD;Acc:S000003723]","ENSG,ENSP"
3156,"YJL188C","3156.1","YJL188C","BUD19","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 88% of ORF overlaps the verified gene RPL39; diploid mutant displays a weak budding pattern phenotype in a systematic assay [Source:SGD;Acc:S000003724]","ENSG,ENSP"
3157,"YJL189W","3157.1","YJL189W","RPL39","Ribosomal 60S subunit protein L39; required for ribosome biogenesis; loss of both Rpl31p and Rpl39p confers lethality; also exhibits genetic interactions with SIS1 and PAB1; homologous to mammalian ribosomal protein L39, no bacterial homolog [Source:SGD;Acc:S000003725]","ENSG,ENSP"
3158,"YJL190C","3158.1","YJL190C","RPS22A","Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S15A and bacterial S8; RPS22A has a paralog, RPS22B, that arose from the whole genome duplication [Source:SGD;Acc:S000003726]","ENSG,ENSP"
3159,"YJL191W","3159.1","YJL191W","RPS14B","Protein component of the small (40S) ribosomal subunit; required for ribosome assembly and 20S pre-rRNA processing; mutations confer cryptopleurine resistance; homologous to mammalian ribosomal protein S14 and bacterial S11; RPS14B has a paralog, RPS14A, that arose from the whole genome duplication [Source:SGD;Acc:S000003727]","ENSG,ENSP"
3160,"YJL192C","3160.1","YJL192C","SOP4","ER-membrane protein; subunit of evolutionarily conserved EMC (Endoplasmic Reticulum Membrane Complex) implicated in ERAD (ER-associated degradation) and proper assembly of multi-pass transmembrane (TM) proteins; EMC acts in yeast as an ER-mitochondria tether that interacts with outer membrane protein Tom5 of TOM (Translocase of the Mitochondrial Outer Membrane) complex; suppressor of pma1-7, deletion of SOP4 slows down export of wild-type Pma1p and Pma1-7 from the ER [Source:SGD;Acc:S000003728]","ENSG,ENSP"
3161,"YJL193W","3161.1","YJL193W","YJL193W","Putative protein of unknown function; predicted to encode a triose phosphate transporter subfamily member based on phylogenetic analysis; similar to YOR307C/SLY41; deletion mutant has a respiratory growth defect [Source:SGD;Acc:S000003729]","ENSG,ENSP"
3162,"YJL194W","3162.1","YJL194W","CDC6","Essential ATP-binding protein required for DNA replication; component of the pre-replicative complex (pre-RC) which requires ORC to associate with chromatin and is in turn required for Mcm2-7p DNA association; homologous to S. pombe Cdc18p; relocalizes from nucleus to cytoplasm upon DNA replication stress; degraded in response to plasma membrane stress [Source:SGD;Acc:S000003730]","ENSG,ENSP"
3163,"YJL195C","3163.1","YJL195C","YJL195C","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL194W/CDC6 [Source:SGD;Acc:S000003731]","ENSG,ENSP"
3164,"YJL196C","3164.1","YJL196C","ELO1","Elongase I, medium-chain acyl elongase; catalyzes carboxy-terminal elongation of unsaturated C12-C16 fatty acyl-CoAs to C16-C18 fatty acids; ELO1 has a paralog, ELO2, that arose from the whole genome duplication [Source:SGD;Acc:S000003732]","ENSG,ENSP"
3165,"YJL197W","3165.1","YJL197W","UBP12","Ubiquitin-specific protease; cleaves ubiquitin from ubiquitinated proteins; present in the nucleus and cytoplasm [Source:SGD;Acc:S000003733]","ENSG,ENSP"
3166,"YJL198W","3166.1","YJL198W","PHO90","Low-affinity phosphate transporter; acts upstream of Pho81p in regulation of the PHO pathway; deletion of pho84, pho87, pho89, pho90, and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth; PHO90 has a paralog, PHO87, that arose from the whole genome duplication [Source:SGD;Acc:S000003734]","ENSG,ENSP"
3167,"YJL199C","3167.1","YJL199C","MBB1","Putative protein of unknown function; conserved among S. cerevisiae strains, not conserved in closely related Saccharomyces species; protein detected in large-scale protein-protein interaction studies; YJL199C is not an essential gene [Source:SGD;Acc:S000003735]","ENSG,ENSP"
3168,"YJL200C","3168.1","YJL200C","ACO2","Putative mitochondrial aconitase isozyme; similarity to Aco1p, an aconitase required for the TCA cycle; expression induced during growth on glucose, by amino acid starvation via Gcn4p, and repressed on ethanol [Source:SGD;Acc:S000003736]","ENSG,ENSP"
3169,"YJL201W","3169.1","YJL201W","ECM25","Non-essential protein of unknown function; promoter contains a consensus binding sequence for factor Abf1p [Source:SGD;Acc:S000003737]","ENSG,ENSP"
3170,"YJL202C","3170.1","YJL202C","YJL202C","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps 3' end of essential PRP21 gene encoding a subunit of the SF3a splicing factor complex [Source:SGD;Acc:S000003738]","ENSG,ENSP"
3171,"YJL203W","3171.1","YJL203W","PRP21","Subunit of the SF3a splicing factor complex; required for spliceosome assembly [Source:SGD;Acc:S000003739]","ENSG,ENSP"
3172,"YJL204C","3172.1","YJL204C","RCY1","F-box protein involved in recycling endocytosed proteins; involved in recycling plasma membrane proteins internalized by endocytosis; localized to sites of polarized growth; direct interaction with C-terminal cytoplasmic region of Drs2p plays an important role for Drs2p function in endocytic recycling pathway [Source:SGD;Acc:S000003740]","ENSG,ENSP"
3173,"YJL205C","3173.1","YJL205C","NCE101","Protein of unknown function; involved in secretion of proteins that lack classical secretory signal sequences; SWAT-GFP and mCherry fusion proteins localize to the cytosol [Source:SGD;Acc:S000003742]","ENSG,ENSP"
3174,"YJL206C","3174.1","YJL206C","YJL206C","Putative protein of unknown function; similar to transcriptional regulators from the Zn[2]-Cys[6] binuclear cluster protein family; mRNA is weakly cell cycle regulated, peaking in S phase; induced rapidly upon MMS treatment [Source:SGD;Acc:S000003741]","ENSG,ENSP"
3175,"YJL207C","3175.1","YJL207C","LAA1","AP-1 accessory protein; colocalizes with clathrin to the late-Golgi apparatus; involved in TGN-endosome transport; physically interacts with AP-1; similar to the mammalian p200; may interact with ribosomes; YJL207C is a non-essential gene [Source:SGD;Acc:S000003743]","ENSG,ENSP"
3176,"YJL208C","3176.1","YJL208C","NUC1","Major mitochondrial nuclease; has RNAse and DNA endo- and exonucleolytic activities; roles in mitochondrial recombination, apoptosis and maintenance of polyploidy; involved in fragmentation of genomic DNA during PND (programmed nuclear destruction); encodes ortholog of mammalian endoG [Source:SGD;Acc:S000003744]","ENSG,ENSP"
3177,"YJL209W","3177.1","YJL209W","CBP1","Mitochondrial protein, regulator of COB mRNA stability and translation; interacts with the 5'-untranslated region of the COB mRNA; found in a complex at the inner membrane along with Pet309p; localizes to mitochondrial foci upon DNA replication stress [Source:SGD;Acc:S000003745]","ENSG,ENSP"
3178,"YJL210W","3178.1","YJL210W","PEX2","RING-finger peroxin and E3 ubiquitin ligase; peroxisomal membrane protein with a C-terminal zinc-binding RING domain, forms translocation subcomplex with Pex10p and Pex12p which functions in peroxisomal matrix protein import [Source:SGD;Acc:S000003746]","ENSG,ENSP"
3179,"YJL211C","3179.1","YJL211C","YJL211C","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL210W/PEX2 [Source:SGD;Acc:S000003747]","ENSG,ENSP"
3180,"YJL212C","3180.1","YJL212C","OPT1","Proton-coupled oligopeptide transporter of the plasma membrane; also transports glutathione and phytochelatin; member of the OPT family [Source:SGD;Acc:S000003748]","ENSG,ENSP"
3181,"YJL213W","3181.1","YJL213W","YJL213W","Protein of unknown function that may interact with ribosomes; periodically expressed during the yeast metabolic cycle; phosphorylated in vitro by the mitotic exit network (MEN) kinase complex, Dbf2p/Mob1p [Source:SGD;Acc:S000003749]","ENSG,ENSP"
3182,"YJL214W","3182.1","YJL214W","HXT8","Protein of unknown function with similarity to hexose transporters; expression is induced by low levels of glucose and repressed by high levels of glucose [Source:SGD;Acc:S000003750]","ENSG,ENSP"
3183,"YJL215C","3183.1","YJL215C","YJL215C","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000003751]","ENSG,ENSP"
3184,"YJL216C","3184.1","YJL216C","IMA5","Alpha-glucosidase; specificity for isomaltose, maltose, and palatinose, but not alpha-methylglucoside; most distant member of the IMA isomaltase family, but with similar catalytic properties as Ima1p and Ima2p; not required for isomaltose utilization, but Ima5p overexpression allows the ima1 null mutant to grow on isomaltose; can cleave alpha-1,3 linkage of nigerose and turanose and alpha-1,5 linkage of leucrose and is very sensitive to temperature in vitro [Source:SGD;Acc:S000003752]","ENSG,ENSP"
3185,"YJL217W","3185.1","YJL217W","REE1","Cytoplasmic protein involved in the regulation of enolase (ENO1); mRNA expression is induced by calcium shortage, copper deficiency (via Mac1p) and the presence of galactose (via Gal4p); mRNA expression is also regulated by the cell cycle [Source:SGD;Acc:S000003753]","ENSG,ENSP"
3186,"YJL218W","3186.1","YJL218W","YJL218W","Putative acetyltransferase; similar to bacterial galactoside O-acetyltransferases; induced by oleate in an OAF1/PIP2-dependent manner; promoter contains an oleate response element consensus sequence; non-essential gene [Source:SGD;Acc:S000003754]","ENSG,ENSP"
3187,"YIL171W-A","3187.1","YIL171W-A","YIL171W-A","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF IMA3/YIL172C [Source:SGD;Acc:S000028798]","ENSG,ENSP"
3188,"YJR001W","3188.1","YJR001W","AVT1","Vacuolar transporter; imports large neutral amino acids into the vacuole; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters [Source:SGD;Acc:S000003761]","ENSG,ENSP"
3189,"YJR002W","3189.1","YJR002W","MPP10","Component of the SSU processome and 90S preribosome; required for pre-18S rRNA processing, interacts with and controls the stability of Imp3p and Imp4p, essential for viability; similar to human Mpp10p [Source:SGD;Acc:S000003762]","ENSG,ENSP"
3190,"YJR003C","3190.1","YJR003C","MRX12","Protein that associates with mitochondrial ribosome; detected in highly purified mitochondria in high-throughput studies; predicted to be involved in ribosome biogenesis [Source:SGD;Acc:S000003763]","ENSG,ENSP"
3191,"YJR004C","3191.1","YJR004C","SAG1","Alpha-agglutinin of alpha-cells; binds to Aga1p during agglutination, N-terminal half is homologous to the immunoglobulin superfamily and contains binding site for a-agglutinin, C-terminal half is highly glycosylated and contains GPI anchor [Source:SGD;Acc:S000003764]","ENSG,ENSP"
3192,"YJR005W","3192.1","YJR005W","APL1","Beta-adaptin; large subunit of the clathrin associated protein complex (AP-2); involved in vesicle mediated transport; similar to mammalian beta-chain of the clathrin associated protein complex [Source:SGD;Acc:S000003765]","ENSG,ENSP"
3193,"YJR006W","3193.1","YJR006W","POL31","Subunit of DNA polymerase delta (polymerase III); essential for cell viability; involved in DNA replication and DNA repair; forms a complex with Rev3p, Rev7p and Pol32p; relocalizes to the cytosol in response to hypoxia [Source:SGD;Acc:S000003766]","ENSG,ENSP"
3194,"YJR007W","3194.1","YJR007W","SUI2","Alpha subunit of the translation initiation factor eIF2; eIF2 is involved in identification of the start codon; phosphorylation of Ser51 is required for regulation of translation by inhibiting the exchange of GDP for GTP; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000003767]","ENSG,ENSP"
3195,"YJR008W","3195.1","YJR008W","MHO1","Protein of unknown function; inhibits haploid invasive growth when overexpressed; synthetically lethal with phospholipase C (PLC1); expression induced by mild heat-stress on a non-fermentable carbon source, upon entry into stationary phase and upon nitrogen deprivation; repressed by inosine and choline in an Opi1p-dependent manner; highly conserved from bacteria to human; Memo, the human homolog, is an ErbB2 interacting protein with an essential function in cell motility [Source:SGD;Acc:S000003768]","ENSG,ENSP"
3196,"YJR009C","3196.1","YJR009C","TDH2","Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 2; involved in glycolysis and gluconeogenesis; tetramer that catalyzes reaction of glyceraldehyde-3-phosphate to 1,3 bis-phosphoglycerate; detected in cytoplasm and cell wall; protein abundance increases in response to DNA replication stress; GAPDH-derived antimicrobial peptides are active against a wide variety of wine-related yeasts and bateria; TDH2 has a paralog, TDH3, that arose from the whole genome duplication [Source:SGD;Acc:S000003769]","ENSG,ENSP"
3197,"YJR010C-A","3197.1","YJR010C-A","SPC1","Subunit of the signal peptidase complex (SPC); SPC cleaves the signal sequence from proteins targeted to the endoplasmic reticulum (ER); homolog of the SPC12 subunit of mammalian signal peptidase complex; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000003770]","ENSG,ENSP"
3198,"YJR010W","3198.1","YJR010W","MET3","ATP sulfurylase; catalyzes the primary step of intracellular sulfate activation, essential for assimilatory reduction of sulfate to sulfide, involved in methionine metabolism; human homolog PAPSS2 complements yeast null mutant [Source:SGD;Acc:S000003771]","ENSG,ENSP"
3199,"YJR011C","3199.1","YJR011C","YJR011C","Putative protein of unknown function; GFP-fusion protein expression is induced in response to the DNA-damaging agent MMS [Source:SGD;Acc:S000003772]","ENSG,ENSP"
3200,"YJR012C","3200.1","YJR012C","YJR012C","Essential protein of unknown function; proposed involvement in transport based on mass spectrometry analysis of copurifying proteins; partially overlaps neighboring ORF, GPI14/YJR013W [Source:SGD;Acc:S000003773]","ENSG,ENSP"
3201,"YJR013W","3201.1","YJR013W","GPI14","Glycosylphosphatidylinositol-alpha 1,4 mannosyltransferase I; involved in GPI anchor biosynthesis, requires Pbn1p for function; homolog of mammalian PIG-M [Source:SGD;Acc:S000003774]","ENSG,ENSP"
3202,"YJR014W","3202.1","YJR014W","TMA22","Protein of unknown function; associates with ribosomes and has a putative RNA binding domain; interacts with Tma20p; similar to human GRAP and human DRP1, which interacts with human Tma20p homolog MCT-1; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000003775]","ENSG,ENSP"
3203,"YJR015W","3203.1","YJR015W","YJR015W","Putative protein of unknown function; localizes to endoplasmic reticulum and cytoplasm; predicted to encode a membrane transporter based on phylogenetic analysis; not an essential gene; YJR015W has a paralog, SNG1, that arose from the whole genome duplication [Source:SGD;Acc:S000003776]","ENSG,ENSP"
3204,"YJR016C","3204.1","YJR016C","ILV3","Dihydroxyacid dehydratase; catalyzes third step in the common pathway leading to biosynthesis of branched-chain amino acids [Source:SGD;Acc:S000003777]","ENSG,ENSP"
3205,"YJR017C","3205.1","YJR017C","ESS1","Peptidylprolyl-cis/trans-isomerase (PPIase); specific for phosphorylated S/T residues N-terminal to proline; regulates phosphorylation of RNAPII large subunit (Rpo21p) C-terminal domain (CTD) at Ser7; associates with phospho-Ser5 form of RNAPII in vivo; present along entire coding length of genes; represses initiation of CUTs; required for efficient termination of mRNA transcription, trimethylation of histone H3; human ortholog PIN1 can complement yeast null and ts mutants [Source:SGD;Acc:S000003778]","ENSG,ENSP"
3206,"YJR018W","3206.1","YJR018W","YJR018W","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000003779]","ENSG,ENSP"
3207,"YJR019C","3207.1","YJR019C","TES1","Peroxisomal acyl-CoA thioesterase; likely to be involved in fatty acid oxidation rather than fatty acid synthesis; conserved protein also found in human peroxisomes; TES1 mRNA levels increase during growth on fatty acids [Source:SGD;Acc:S000003780]","ENSG,ENSP"
3208,"YJR020W","3208.1","YJR020W","YJR020W","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000003781]","ENSG,ENSP"
3209,"YJR021C","3209.1","YJR021C","REC107","Protein involved in early stages of meiotic recombination; involved in coordination between the initiation of recombination and the first division of meiosis; part of a complex (Rec107p-Mei4p-Rec114p) required for ds break formation [Source:SGD;Acc:S000003782]","ENSG,ENSP"
3210,"YJR022W","3210.1","YJR022W","LSM8","Lsm (Like Sm) protein; forms heteroheptameric complex (with Lsm2p, Lsm3p, Lsm4p, Lsm5p, Lsm6p, and Lsm7p) that is part of spliceosomal U6 snRNP and is also implicated in processing of pre-tRNA, pre-snoRNA, and pre-rRNA [Source:SGD;Acc:S000003783]","ENSG,ENSP"
3211,"YJR023C","3211.1","YJR023C","YJR023C","Putative protein of unknown function; open reading frame overlaps LSM8/YJR022W encoding an essential snRNP protein required for RNA processing and splicing [Source:SGD;Acc:S000003784]","ENSG,ENSP"
3212,"YJR024C","3212.1","YJR024C","MDE1","5'-methylthioribulose-1-phosphate dehydratase; acts in the methionine salvage pathway; potential Smt3p sumoylation substrate; expression downregulated by caspofungin and deletion mutant is caspofungin resistant [Source:SGD;Acc:S000003785]","ENSG,ENSP"
3213,"YJR025C","3213.1","YJR025C","BNA1","3-hydroxyanthranilic acid dioxygenase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p [Source:SGD;Acc:S000003786]","ENSG,ENSP"
3214,"YJR030C","3214.1","YJR030C","RBH2","Putative protein of unknown function; expression repressed in carbon limited vs carbon replete chemostat cultures; non-essential gene; contains a PH-like domain; RBH2 has a paralog, RBH1, that arose from the whole genome duplication [Source:SGD;Acc:S000003791]","ENSG,ENSP"
3215,"YJR031C","3215.1","YJR031C","GEA1","Guanine nucleotide exchange factor for ADP ribosylation factors (ARFs); involved in vesicular transport between the Golgi and ER, Golgi organization, and actin cytoskeleton organization; GEA1 has a paralog, GEA2, that arose from the whole genome duplication [Source:SGD;Acc:S000003792]","ENSG,ENSP"
3216,"YJR032W","3216.1","YJR032W","CPR7","Peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; binds to Hsp82p and contributes to chaperone activity; plays a role in determining prion variants [Source:SGD;Acc:S000003793]","ENSG,ENSP"
3217,"YJR033C","3217.1","YJR033C","RAV1","Subunit of RAVE complex (Rav1p, Rav2p, Skp1p); the RAVE complex promotes assembly of the V-ATPase holoenzyme; required for transport between the early and late endosome/PVC and for localization of TGN membrane proteins; potential Cdc28p substrate [Source:SGD;Acc:S000003794]","ENSG,ENSP"
3218,"YJR034W","3218.1","YJR034W","PET191","Protein required for assembly of cytochrome c oxidase; exists as an oligomer; described as both an integral mitochondrial inner membrane protein facing the intermembrane space (IMS) and as a soluble IMS protein; contains a twin Cx9C motif; imported into the IMS via the MIA import machinery [Source:SGD;Acc:S000003795]","ENSG,ENSP"
3219,"YJR035W","3219.1","YJR035W","RAD26","Protein involved in transcription-coupled nucleotide excision repair; repairs UV-induced DNA lesions; recruitment to DNA lesions is dependent on an elongating RNA polymerase II; homolog of human CSB protein [Source:SGD;Acc:S000003796]","ENSG,ENSP"
3220,"YJR036C","3220.1","YJR036C","HUL4","Protein with similarity to hect domain E3 ubiquitin-protein ligases; not essential for viability; found in association with Trf4 in TRAMP complex [Source:SGD;Acc:S000003797]","ENSG,ENSP"
3221,"YJR037W","3221.1","YJR037W","YJR037W","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene HUL4/YJR036C; deletion mutant has decreased spore survival in Drosophila feces [Source:SGD;Acc:S000003798]","ENSG,ENSP"
3222,"YJR038C","3222.1","YJR038C","YJR038C","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000003799]","ENSG,ENSP"
3223,"YJR039W","3223.1","YJR039W","YJR039W","Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies [Source:SGD;Acc:S000003800]","ENSG,ENSP"
3224,"YJR040W","3224.1","YJR040W","GEF1","Voltage-gated chloride channel; localized to the golgi, the endosomal system, and plasma membrane; involved in cation homeostasis; highly homologous to vertebrate voltage-gated chloride channels; modulates TBSV model (+) RNA virus replication by regulating copper metabolism [Source:SGD;Acc:S000003801]","ENSG,ENSP"
3225,"YJR041C","3225.1","YJR041C","URB2","Protein required for normal metabolism of the rRNA primary transcript; nucleolar protein; proposed to be involved in ribosome biogenesis [Source:SGD;Acc:S000003802]","ENSG,ENSP"
3226,"YJR042W","3226.1","YJR042W","NUP85","Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport and NPC biogenesis and is involved in establishment of a normal nucleocytoplasmic concentration gradient of the GTPase Gsp1p; also plays roles in several processes that may require localization of genes or chromosomes at the nuclear periphery, including double-strand break repair, transcription and chromatin silencing; homologous to human NUP85 aka NUP75 [Source:SGD;Acc:S000003803]","ENSG,ENSP"
3227,"YJR043C","3227.1","YJR043C","POL32","Third subunit of DNA polymerase delta; involved in chromosomal DNA replication; required for error-prone DNA synthesis in the presence of DNA damage and processivity; forms a complex with Rev3p, Rev7p and Pol31p; interacts with Hys2p, PCNA (Pol30p), and Pol1p [Source:SGD;Acc:S000003804]","ENSG,ENSP"
3228,"YJR044C","3228.1","YJR044C","VPS55","Late endosomal protein involved in late endosome to vacuole transport; functional homolog of human obesity receptor gene-related protein (OB-RGRP) [Source:SGD;Acc:S000003805]","ENSG,ENSP"
3229,"YJR045C","3229.1","YJR045C","SSC1","Hsp70 family ATPase; constituent of the import motor component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); involved in protein translocation and folding; subunit of SceI endonuclease; SSC1 has a paralog, ECM10, that arose from the whole genome duplication [Source:SGD;Acc:S000003806]","ENSG,ENSP"
3230,"YJR046W","3230.1","YJR046W","TAH11","DNA replication licensing factor; required for pre-replication complex assembly [Source:SGD;Acc:S000003807]","ENSG,ENSP"
3231,"YJR047C","3231.1","YJR047C","ANB1","Translation elongation factor eIF-5A; previously thought to function in translation initiation; undergoes an essential hypusination modification; expressed under anaerobic conditions; ANB1 has a paralog, HYP2, that arose from the whole genome duplication; human EIF5A complements the inviability of the yeast hyp2 anb1 double null mutant [Source:SGD;Acc:S000003808]","ENSG,ENSP"
3232,"YJR048W","3232.1","YJR048W","CYC1","Cytochrome c, isoform 1; also known as iso-1-cytochrome c; electron carrier of mitochondrial intermembrane space that transfers electrons from ubiquinone-cytochrome c oxidoreductase to cytochrome c oxidase during cellular respiration; CYC1 has a paralog, CYC7, that arose from the whole genome duplication; human homolog CYC1 can complement yeast null mutant; mutations in human CYC1 cause insulin-responsive hyperglycemia [Source:SGD;Acc:S000003809]","ENSG,ENSP"
3233,"YJR049C","3233.1","YJR049C","UTR1","ATP-NADH kinase; phosphorylates both NAD and NADH; active as a hexamer; enhances the activity of ferric reductase (Fre1p); UTR1 has a paralog, YEF1, that arose from the whole genome duplication [Source:SGD;Acc:S000003810]","ENSG,ENSP"
3234,"YJR050W","3234.1","YJR050W","ISY1","Member of the NineTeen Complex (NTC); NTC contains Prp19p and stabilizes U6 snRNA in catalytic forms of spliceosome containing U2, U5, and U6 snRNAs; interacts with Prp16p to modulate splicing fidelity; isy1 syf2 cells have defective spindles [Source:SGD;Acc:S000003811]","ENSG,ENSP"
3235,"YJR051W","3235.1","YJR051W","OSM1","Fumarate reductase, catalyzes the reduction of fumarate to succinate; required for the reoxidation of intracellular NADH under anaerobic conditions; mutations cause osmotic sensitivity; has two translation start sites, one at the annotated start codon which produces an ER-targeted form required for anaerobic growth, and one at codon 32 which produces a mitochondrially-targeted form; OSM1 has a paralog, FRD1, that arose from the whole genome duplication [Source:SGD;Acc:S000003812]","ENSG,ENSP"
3236,"YJR052W","3236.1","YJR052W","RAD7","Nucleotide excision repair (NER) protein; binds damaged DNA during NER; binds DNA in an ATP-dependent manner (with Rad16p) during NER; required for repair of non-transcribed chromatin; subunit of Nucleotide Excision Repair Factor 4 (NEF4) and the Elongin-Cullin-Socs (ECS) ligase complex [Source:SGD;Acc:S000003813]","ENSG,ENSP"
3237,"YJR053W","3237.1","YJR053W","BFA1","Subunit of a two-component GTPase-activating protein, Bfa1p-Bub2p; contributes to GAP activity, inactivating Tem1 by stimulating GTP hydrolysis following damage or misalignment of the mitotic spindle; functions as a guanine-nucleotide exchange inhibitor (GDI) for Tem1p; involved in multiple cell cycle checkpoint pathways that control mitotic exit; required when telomeres are damaged, but not for all types of chromosomal DNA damage; phosphorylated by the Polo-like kinase Cdc5p [Source:SGD;Acc:S000003814]","ENSG,ENSP"
3238,"YJR054W","3238.1","YJR054W","KCH1","Potassium transporter that mediates K+ influx; activates high-affinity Ca2+ influx system (HACS) during mating pheromone response; expression up-regulated in response to alpha factor; localized to sites of polarized growth; member of a fungal-specific gene family; potential Cdc28p substrate; KCH1 has a paralog, PRM6, that arose from the whole genome duplication [Source:SGD;Acc:S000003815]","ENSG,ENSP"
3239,"YJR055W","3239.1","YJR055W","HIT1","Protein involved in C/D snoRNP assembly; regulates abundance of Rsa1p; required for growth at high temperature; similar to human ZNHIT3 [Source:SGD;Acc:S000003816]","ENSG,ENSP"
3240,"YJR056C","3240.1","YJR056C","YJR056C","Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus; relative distribution to the nucleus increases upon DNA replication stress [Source:SGD;Acc:S000003817]","ENSG,ENSP"
